"p_year","total","origin","share","country"
2008,2851,"China",0.0118192282188158,"NL"
2009,2964,"China",0.014470241592336,"NL"
2010,2733,"China",0.0153004484060756,"NL"
2011,2883,"China",0.023264380959372,"NL"
2012,2999,"China",0.0316646807887997,"NL"
2013,3159,"China",0.0322319466194436,"NL"
2014,3212,"China",0.0360634172904549,"NL"
2015,3177,"China",0.0313111669677815,"NL"
1985,1109,"India",0.0144313178923334,"NL"
1986,1066,"India",0.0160461618973687,"NL"
1987,1228,"India",0.015275003913792,"NL"
1988,1270,"India",0.0173486020937896,"NL"
1989,1300,"India",0.0167144733797667,"NL"
1990,1688,"India",0.01687367046058,"NL"
1991,1576,"India",0.0139571856195562,"NL"
1992,1629,"India",0.0163580714576869,"NL"
1993,1631,"India",0.016972930828268,"NL"
1994,1652,"India",0.0132365275312419,"NL"
1995,1940,"India",0.0176245457277773,"NL"
1996,2082,"India",0.0143305154160646,"NL"
1997,2228,"India",0.0174855404889931,"NL"
1998,2425,"India",0.0173148308441259,"NL"
1999,2862,"India",0.0145546660710102,"NL"
2000,3100,"India",0.0165222229254764,"NL"
2001,2990,"India",0.0242758887591903,"NL"
2002,2906,"India",0.0221374044777363,"NL"
2003,2848,"India",0.0204386146335316,"NL"
2004,3165,"India",0.0210738237985565,"NL"
2005,3062,"India",0.0181277179579324,"NL"
2006,2964,"India",0.0208106010091073,"NL"
2007,2831,"India",0.0200811754413468,"NL"
2008,2851,"India",0.0204788441053915,"NL"
2009,2964,"India",0.0194289720578633,"NL"
2010,2733,"India",0.0260558392025602,"NL"
2011,2883,"India",0.0285443669874235,"NL"
2012,2999,"India",0.0304690013572032,"NL"
2013,3159,"India",0.0306740408661858,"NL"
2014,3212,"India",0.0356630533945854,"NL"
2015,3177,"India",0.0381279460339714,"NL"
1985,1109,"Persian",0.00227634644231328,"NL"
1986,1066,"Persian",0.00312087213872256,"NL"
1987,1228,"Persian",0.00201084767050524,"NL"
1988,1270,"Persian",0.00270755205102096,"NL"
1989,1300,"Persian",0.00126658486188057,"NL"
1990,1688,"Persian",0.00161654936938489,"NL"
1991,1576,"Persian",0.00306626513805554,"NL"
1992,1629,"Persian",0.00287227630212341,"NL"
1993,1631,"Persian",0.00364808821949286,"NL"
1994,1652,"Persian",0.00130208188895106,"NL"
1995,1940,"Persian",0.00389338926258486,"NL"
1996,2082,"Persian",0.00183391582847235,"NL"
1997,2228,"Persian",0.0047985082024915,"NL"
1998,2425,"Persian",0.00407618456174502,"NL"
1999,2862,"Persian",0.00216636598313478,"NL"
2000,3100,"Persian",0.00310015892762462,"NL"
2001,2990,"Persian",0.00309208473827609,"NL"
2002,2906,"Persian",0.00310887364578366,"NL"
2003,2848,"Persian",0.00505293454893044,"NL"
2004,3165,"Persian",0.00377542472423622,"NL"
2005,3062,"Persian",0.0026036128887156,"NL"
2006,2964,"Persian",0.00326521340565688,"NL"
2007,2831,"Persian",0.00553018157949233,"NL"
2008,2851,"Persian",0.00465010535750339,"NL"
2009,2964,"Persian",0.00367536157249879,"NL"
2010,2733,"Persian",0.00554972113767935,"NL"
2011,2883,"Persian",0.00601632848272116,"NL"
2012,2999,"Persian",0.00735351221529612,"NL"
2013,3159,"Persian",0.00691747812173207,"NL"
2014,3212,"Persian",0.00968154878202383,"NL"
2015,3177,"Persian",0.0104868438645146,"NL"
1985,1109,"Slavic-Russian",0.00809777177626127,"NL"
1986,1066,"Slavic-Russian",0.00783789097172124,"NL"
1987,1228,"Slavic-Russian",0.00586818330486653,"NL"
1988,1270,"Slavic-Russian",0.00556878186239693,"NL"
1989,1300,"Slavic-Russian",0.00604420770941743,"NL"
1990,1688,"Slavic-Russian",0.0059733309430918,"NL"
1991,1576,"Slavic-Russian",0.00676642923180601,"NL"
1992,1629,"Slavic-Russian",0.00849359677092716,"NL"
1993,1631,"Slavic-Russian",0.00628102875390877,"NL"
1994,1652,"Slavic-Russian",0.00507149309100908,"NL"
1995,1940,"Slavic-Russian",0.00668017537130915,"NL"
1996,2082,"Slavic-Russian",0.00733794098413148,"NL"
1997,2228,"Slavic-Russian",0.00850918950763853,"NL"
1998,2425,"Slavic-Russian",0.00933928061866774,"NL"
1999,2862,"Slavic-Russian",0.0102879011385077,"NL"
2000,3100,"Slavic-Russian",0.00779899712232807,"NL"
2001,2990,"Slavic-Russian",0.011853699416253,"NL"
2002,2906,"Slavic-Russian",0.010007996191935,"NL"
2003,2848,"Slavic-Russian",0.0104941261090563,"NL"
2004,3165,"Slavic-Russian",0.0105798606170096,"NL"
2005,3062,"Slavic-Russian",0.012942870048983,"NL"
2006,2964,"Slavic-Russian",0.0132454226906463,"NL"
2007,2831,"Slavic-Russian",0.0123220276800441,"NL"
2008,2851,"Slavic-Russian",0.0125927128777195,"NL"
2009,2964,"Slavic-Russian",0.0162795154894264,"NL"
2010,2733,"Slavic-Russian",0.0140625368183904,"NL"
2011,2883,"Slavic-Russian",0.0172103802393327,"NL"
2012,2999,"Slavic-Russian",0.0149832572120455,"NL"
2013,3159,"Slavic-Russian",0.0186985625670527,"NL"
2014,3212,"Slavic-Russian",0.0141020049841252,"NL"
2015,3177,"Slavic-Russian",0.0178090453028427,"NL"
1985,1109,"SouthEastAsia",0.037773084871743,"NL"
1986,1066,"SouthEastAsia",0.0382171150840202,"NL"
1987,1228,"SouthEastAsia",0.0452364694337267,"NL"
1988,1270,"SouthEastAsia",0.04344728645764,"NL"
1989,1300,"SouthEastAsia",0.0401609045163799,"NL"
1990,1688,"SouthEastAsia",0.0448590347494224,"NL"
1991,1576,"SouthEastAsia",0.0463939092455694,"NL"
1992,1629,"SouthEastAsia",0.0379488785078828,"NL"
1993,1631,"SouthEastAsia",0.0402754451265717,"NL"
1994,1652,"SouthEastAsia",0.0410105578062721,"NL"
1995,1940,"SouthEastAsia",0.037066688833978,"NL"
1996,2082,"SouthEastAsia",0.0337613836992498,"NL"
1997,2228,"SouthEastAsia",0.035265924622044,"NL"
1998,2425,"SouthEastAsia",0.0420010911274372,"NL"
1999,2862,"SouthEastAsia",0.0363394352695081,"NL"
2000,3100,"SouthEastAsia",0.0381455591029279,"NL"
2001,2990,"SouthEastAsia",0.0390508578391823,"NL"
2002,2906,"SouthEastAsia",0.03586768726615,"NL"
2003,2848,"SouthEastAsia",0.0329072454905372,"NL"
2004,3165,"SouthEastAsia",0.0368470469054062,"NL"
2005,3062,"SouthEastAsia",0.0367433875346966,"NL"
2006,2964,"SouthEastAsia",0.0370374985740435,"NL"
2007,2831,"SouthEastAsia",0.0309798002278145,"NL"
2008,2851,"SouthEastAsia",0.0309959906022617,"NL"
2009,2964,"SouthEastAsia",0.0400790752756778,"NL"
2010,2733,"SouthEastAsia",0.0326227784628651,"NL"
2011,2883,"SouthEastAsia",0.0301780252827441,"NL"
2012,2999,"SouthEastAsia",0.0312021336728611,"NL"
2013,3159,"SouthEastAsia",0.0301948580482335,"NL"
2014,3212,"SouthEastAsia",0.0357733406143355,"NL"
2015,3177,"SouthEastAsia",0.0301332376958281,"NL"
1985,1109,"Turkey",0.00394145568470633,"NL"
1986,1066,"Turkey",0.00633935921013009,"NL"
1987,1228,"Turkey",0.00414205173046184,"NL"
1988,1270,"Turkey",0.00416371310992337,"NL"
1989,1300,"Turkey",0.00395035819361567,"NL"
1990,1688,"Turkey",0.00406103506420599,"NL"
1991,1576,"Turkey",0.00515598516107634,"NL"
1992,1629,"Turkey",0.00401210620626384,"NL"
1993,1631,"Turkey",0.00734983698499976,"NL"
1994,1652,"Turkey",0.00537597402600212,"NL"
1995,1940,"Turkey",0.00492417299299113,"NL"
1996,2082,"Turkey",0.0041686529454873,"NL"
1997,2228,"Turkey",0.00416253570561528,"NL"
1998,2425,"Turkey",0.0053359915555885,"NL"
1999,2862,"Turkey",0.00712773118536846,"NL"
2000,3100,"Turkey",0.00541677663599539,"NL"
2001,2990,"Turkey",0.00669448670511609,"NL"
2002,2906,"Turkey",0.0064562276288472,"NL"
2003,2848,"Turkey",0.00515953215127306,"NL"
2004,3165,"Turkey",0.0079825190399198,"NL"
2005,3062,"Turkey",0.0082427190951104,"NL"
2006,2964,"Turkey",0.00505047598978313,"NL"
2007,2831,"Turkey",0.00726704166120332,"NL"
2008,2851,"Turkey",0.00753611856995895,"NL"
2009,2964,"Turkey",0.011252721939158,"NL"
2010,2733,"Turkey",0.0102482272969767,"NL"
2011,2883,"Turkey",0.0101214054144721,"NL"
2012,2999,"Turkey",0.00676601243922713,"NL"
2013,3159,"Turkey",0.0108405043497788,"NL"
2014,3212,"Turkey",0.00949877257177124,"NL"
2015,3177,"Turkey",0.0128328926133573,"NL"
1985,823,"Arabic",0.00142933692520772,"SE"
1986,703,"Arabic",0.00352307648483915,"SE"
1987,717,"Arabic",0.004602888594434,"SE"
1988,650,"Arabic",0.00103886139564741,"SE"
1989,627,"Arabic",0.00315509947100409,"SE"
1990,829,"Arabic",0.00102400427286152,"SE"
1991,891,"Arabic",0.00156813956288243,"SE"
1992,953,"Arabic",0.00241568943625549,"SE"
1993,1036,"Arabic",0.00115712483935295,"SE"
1994,1244,"Arabic",0.00331338683024758,"SE"
1995,1288,"Arabic",0.00487256140116765,"SE"
1996,1581,"Arabic",0.00202295454409142,"SE"
1997,1738,"Arabic",0.00157805517322018,"SE"
1998,1651,"Arabic",0.00283547901371512,"SE"
1999,1901,"Arabic",0.00339083118036087,"SE"
2000,1897,"Arabic",0.00460175594216599,"SE"
2001,1698,"Arabic",0.00668687518238423,"SE"
2002,1637,"Arabic",0.0051765182661011,"SE"
2003,1501,"Arabic",0.0044154314627988,"SE"
2004,1616,"Arabic",0.00457449857655905,"SE"
2005,1652,"Arabic",0.0035934634081043,"SE"
2006,1821,"Arabic",0.00670246753617224,"SE"
2007,1974,"Arabic",0.00374308629104902,"SE"
2008,1800,"Arabic",0.00792504374699104,"SE"
2009,1834,"Arabic",0.00516144542245599,"SE"
2010,1746,"Arabic",0.00773428459098743,"SE"
2011,1720,"Arabic",0.00976554271057254,"SE"
2012,2009,"Arabic",0.0106844217270856,"SE"
2013,1907,"Arabic",0.00794316818374193,"SE"
2014,1922,"Arabic",0.010873404521632,"SE"
2015,1879,"Arabic",0.00888431869056157,"SE"
1985,823,"China",0.000657071716576216,"SE"
1986,703,"China",0.000182183856447099,"SE"
1987,717,"China",0.00110722476630333,"SE"
1988,650,"China",0.00181921269445959,"SE"
1989,627,"China",0.00657094530427649,"SE"
1990,829,"China",0.00200554820985042,"SE"
1991,891,"China",0.00227935097380857,"SE"
1992,953,"China",0.0037208105310828,"SE"
1993,1036,"China",0.00233245950194232,"SE"
1994,1244,"China",0.00343542121330858,"SE"
1995,1288,"China",0.00313342666782553,"SE"
1996,1581,"China",0.00508129825946599,"SE"
1997,1738,"China",0.00512828231206739,"SE"
1998,1651,"China",0.00669149611084296,"SE"
1999,1901,"China",0.00780439929941407,"SE"
2000,1897,"China",0.00844219547859086,"SE"
2001,1698,"China",0.00741767780464524,"SE"
2002,1637,"China",0.00991710020622876,"SE"
2003,1501,"China",0.00874656980370972,"SE"
2004,1616,"China",0.00640252594417191,"SE"
2005,1652,"China",0.00491250049434179,"SE"
2006,1821,"China",0.00770281964270465,"SE"
2007,1974,"China",0.00356437666265028,"SE"
2008,1800,"China",0.00885929074958692,"SE"
2009,1834,"China",0.0097802582534642,"SE"
2010,1746,"China",0.0154130725717634,"SE"
2011,1720,"China",0.0211691321371012,"SE"
2012,2009,"China",0.0128575761360448,"SE"
2013,1907,"China",0.0149284917302252,"SE"
2014,1922,"China",0.0170664875464011,"SE"
2015,1879,"China",0.0186176300191411,"SE"
1985,823,"India",0.000964260563081645,"SE"
1986,703,"India",0.00121599492695801,"SE"
1987,717,"India",0.00133724069541425,"SE"
1988,650,"India",0.00203107407843153,"SE"
1989,627,"India",0.00477830476866741,"SE"
1990,829,"India",0.00078712523830379,"SE"
1991,891,"India",0.00282012944365581,"SE"
1992,953,"India",0.00335156320052915,"SE"
1993,1036,"India",0.00344084341616284,"SE"
1994,1244,"India",0.00368696791100837,"SE"
1995,1288,"India",0.00377347119609162,"SE"
1996,1581,"India",0.00301418870966102,"SE"
1997,1738,"India",0.00389497725711444,"SE"
1998,1651,"India",0.00302542971383141,"SE"
1999,1901,"India",0.00413500645938783,"SE"
2000,1897,"India",0.00785810454468962,"SE"
2001,1698,"India",0.00445329861063147,"SE"
2002,1637,"India",0.00250783591042806,"SE"
2003,1501,"India",0.00619039499629237,"SE"
2004,1616,"India",0.00682944235542313,"SE"
2005,1652,"India",0.00566269520280501,"SE"
2006,1821,"India",0.00578795717374291,"SE"
2007,1974,"India",0.00562482940976216,"SE"
2008,1800,"India",0.00935663218885972,"SE"
2009,1834,"India",0.009994432753671,"SE"
2010,1746,"India",0.00870528296296567,"SE"
2011,1720,"India",0.00555977845152238,"SE"
2012,2009,"India",0.0125351309461279,"SE"
2013,1907,"India",0.0117360270036965,"SE"
2014,1922,"India",0.0171384250966526,"SE"
2015,1879,"India",0.0132349100239193,"SE"
1985,823,"Persian",0.00117554206664343,"SE"
1986,703,"Persian",0.000823657144223009,"SE"
1987,717,"Persian",0.0031424149838949,"SE"
1988,650,"Persian",0.00267686017271649,"SE"
1989,627,"Persian",0.0039044573428359,"SE"
1990,829,"Persian",0.00193446000123961,"SE"
1991,891,"Persian",0.00445739667970427,"SE"
1992,953,"Persian",0.00026757373573345,"SE"
1993,1036,"Persian",0.00121270532279192,"SE"
1994,1244,"Persian",0.00324514141174283,"SE"
1995,1288,"Persian",0.0058977797107973,"SE"
1996,1581,"Persian",0.00409822751363709,"SE"
1997,1738,"Persian",0.00697133358318261,"SE"
1998,1651,"Persian",0.00644569357290704,"SE"
1999,1901,"Persian",0.00577270733313181,"SE"
2000,1897,"Persian",0.00698865761421967,"SE"
2001,1698,"Persian",0.00762908262245536,"SE"
2002,1637,"Persian",0.00754784141333216,"SE"
2003,1501,"Persian",0.00710196705488439,"SE"
2004,1616,"Persian",0.00814265612425286,"SE"
2005,1652,"Persian",0.0110663703939572,"SE"
2006,1821,"Persian",0.00969119740847081,"SE"
2007,1974,"Persian",0.00764168332797837,"SE"
2008,1800,"Persian",0.00745213155611332,"SE"
2009,1834,"Persian",0.014925429985653,"SE"
2010,1746,"Persian",0.0132269322446572,"SE"
2011,1720,"Persian",0.0135179280180173,"SE"
2012,2009,"Persian",0.0094745809850523,"SE"
2013,1907,"Persian",0.014575347811966,"SE"
2014,1922,"Persian",0.0187924661506106,"SE"
2015,1879,"Persian",0.0232568830510715,"SE"
1985,823,"Slavic-Russian",0.00456234522018146,"SE"
1986,703,"Slavic-Russian",0.00218113096535301,"SE"
1987,717,"Slavic-Russian",0.00125567760398854,"SE"
1988,650,"Slavic-Russian",0.00257475303053805,"SE"
1989,627,"Slavic-Russian",0.00259964696420346,"SE"
1990,829,"Slavic-Russian",0.00224684191158963,"SE"
1991,891,"Slavic-Russian",0.00233001819881281,"SE"
1992,953,"Slavic-Russian",0.00240706500657413,"SE"
1993,1036,"Slavic-Russian",0.00161743417661992,"SE"
1994,1244,"Slavic-Russian",0.00624044655193705,"SE"
1995,1288,"Slavic-Russian",0.00469946947472472,"SE"
1996,1581,"Slavic-Russian",0.00209932360732915,"SE"
1997,1738,"Slavic-Russian",0.00539306814923622,"SE"
1998,1651,"Slavic-Russian",0.00733276870397891,"SE"
1999,1901,"Slavic-Russian",0.00542846326458214,"SE"
2000,1897,"Slavic-Russian",0.00482905439061895,"SE"
2001,1698,"Slavic-Russian",0.00741278957543396,"SE"
2002,1637,"Slavic-Russian",0.00820118219024807,"SE"
2003,1501,"Slavic-Russian",0.00808206711739649,"SE"
2004,1616,"Slavic-Russian",0.00796565856962924,"SE"
2005,1652,"Slavic-Russian",0.00816151498292182,"SE"
2006,1821,"Slavic-Russian",0.00953711303241206,"SE"
2007,1974,"Slavic-Russian",0.0104538282423595,"SE"
2008,1800,"Slavic-Russian",0.00848674021508886,"SE"
2009,1834,"Slavic-Russian",0.00947908832435451,"SE"
2010,1746,"Slavic-Russian",0.00875425807553973,"SE"
2011,1720,"Slavic-Russian",0.00968357909781067,"SE"
2012,2009,"Slavic-Russian",0.00680589113920371,"SE"
2013,1907,"Slavic-Russian",0.00964387757203231,"SE"
2014,1922,"Slavic-Russian",0.0131225556560695,"SE"
2015,1879,"Slavic-Russian",0.0128965513353581,"SE"
1985,823,"SouthEastAsia",0.00102622968952814,"SE"
1986,703,"SouthEastAsia",0.00120817665973559,"SE"
1987,717,"SouthEastAsia",0.00170470838078815,"SE"
1988,650,"SouthEastAsia",0.0021465948271023,"SE"
1989,627,"SouthEastAsia",0.0019408369787755,"SE"
1990,829,"SouthEastAsia",0.000397300821125804,"SE"
1991,891,"SouthEastAsia",0.00305137653991944,"SE"
1992,953,"SouthEastAsia",0.00271512260238358,"SE"
1993,1036,"SouthEastAsia",0.00296450209813981,"SE"
1994,1244,"SouthEastAsia",0.00107639024361977,"SE"
1995,1288,"SouthEastAsia",0.00482157857410616,"SE"
1996,1581,"SouthEastAsia",0.00227031725495489,"SE"
1997,1738,"SouthEastAsia",0.00124389050257433,"SE"
1998,1651,"SouthEastAsia",0.00293621960162836,"SE"
1999,1901,"SouthEastAsia",0.00395504316744788,"SE"
2000,1897,"SouthEastAsia",0.00331975528671211,"SE"
2001,1698,"SouthEastAsia",0.00534258217025936,"SE"
2002,1637,"SouthEastAsia",0.00427446519403492,"SE"
2003,1501,"SouthEastAsia",0.00311043435521341,"SE"
2004,1616,"SouthEastAsia",0.00326716899188989,"SE"
2005,1652,"SouthEastAsia",0.00393172866300341,"SE"
2006,1821,"SouthEastAsia",0.0042928319242689,"SE"
2007,1974,"SouthEastAsia",0.00403821667304792,"SE"
2008,1800,"SouthEastAsia",0.0037341290777102,"SE"
2009,1834,"SouthEastAsia",0.00417032900862905,"SE"
2010,1746,"SouthEastAsia",0.00588249051771359,"SE"
2011,1720,"SouthEastAsia",0.00633523253760312,"SE"
2012,2009,"SouthEastAsia",0.00493914910941831,"SE"
2013,1907,"SouthEastAsia",0.00522968514896186,"SE"
2014,1922,"SouthEastAsia",0.00489986235910864,"SE"
2015,1879,"SouthEastAsia",0.0103685250645908,"SE"
1985,823,"Turkey",0.00816624957192939,"SE"
1986,703,"Turkey",0.00999618338253848,"SE"
1987,717,"Turkey",0.0106977560730899,"SE"
1988,650,"Turkey",0.012130143506092,"SE"
1989,627,"Turkey",0.00853791715501746,"SE"
1990,829,"Turkey",0.0099377465528619,"SE"
1991,891,"Turkey",0.015395693004975,"SE"
1992,953,"Turkey",0.0161084200444304,"SE"
1993,1036,"Turkey",0.0104118825611596,"SE"
1994,1244,"Turkey",0.00708890675100791,"SE"
1995,1288,"Turkey",0.0160167503166721,"SE"
1996,1581,"Turkey",0.0123127666830631,"SE"
1997,1738,"Turkey",0.0109106579887296,"SE"
1998,1651,"Turkey",0.0130470789841144,"SE"
1999,1901,"Turkey",0.0102457999930254,"SE"
2000,1897,"Turkey",0.0141907820988662,"SE"
2001,1698,"Turkey",0.0144275448609937,"SE"
2002,1637,"Turkey",0.0167471233745976,"SE"
2003,1501,"Turkey",0.0179080941018301,"SE"
2004,1616,"Turkey",0.0139557286851004,"SE"
2005,1652,"Turkey",0.0108221414553896,"SE"
2006,1821,"Turkey",0.0107162865056883,"SE"
2007,1974,"Turkey",0.0129512016653445,"SE"
2008,1800,"Turkey",0.0110610119138171,"SE"
2009,1834,"Turkey",0.0150240119606114,"SE"
2010,1746,"Turkey",0.0113008666120427,"SE"
2011,1720,"Turkey",0.00997362166447353,"SE"
2012,2009,"Turkey",0.0126330033135287,"SE"
2013,1907,"Turkey",0.0108473227763282,"SE"
2014,1922,"Turkey",0.0133325327752839,"SE"
2015,1879,"Turkey",0.0164088347221628,"SE"
1985,197,"Arabic",0.0039443674428819,"DK"
1986,179,"Arabic",0.000190491457867198,"DK"
1987,190,"Arabic",0.00487019930858534,"DK"
1988,217,"Arabic",0.000269229589664145,"DK"
1989,236,"Arabic",0.000165998520275203,"DK"
1990,328,"Arabic",0.000351861000935216,"DK"
1991,325,"Arabic",0.00178119039717236,"DK"
1992,347,"Arabic",0.00126991207866958,"DK"
1993,463,"Arabic",0.00118877743648723,"DK"
1994,478,"Arabic",0.000320585013522449,"DK"
1995,498,"Arabic",0.0009578517538072,"DK"
1996,571,"Arabic",0.00229287138737372,"DK"
1997,575,"Arabic",0.00124667816274466,"DK"
1998,739,"Arabic",0.00146280659869207,"DK"
1999,815,"Arabic",0.000383497639605376,"DK"
2000,961,"Arabic",0.00308814867633985,"DK"
2001,908,"Arabic",0.0039538409671633,"DK"
2002,908,"Arabic",0.00226586265248995,"DK"
2003,1039,"Arabic",0.00111193247313395,"DK"
2004,990,"Arabic",0.00147422967589049,"DK"
2005,1024,"Arabic",0.0044650134339587,"DK"
2006,982,"Arabic",0.00560793775608532,"DK"
2007,1085,"Arabic",0.000650497617560012,"DK"
2008,1096,"Arabic",0.00366791039373225,"DK"
2009,1060,"Arabic",0.0109818342130676,"DK"
2010,993,"Arabic",0.00401565799101486,"DK"
2011,1133,"Arabic",0.00376026439997689,"DK"
2012,1206,"Arabic",0.00464056798815723,"DK"
2013,1241,"Arabic",0.00129986046424715,"DK"
2014,1169,"Arabic",0.00437142003875985,"DK"
2015,1130,"Arabic",0.00553741714942076,"DK"
1985,197,"China",0.000313952203909717,"DK"
1986,179,"China",0.00017026771115491,"DK"
1987,190,"China",0.000633864347434001,"DK"
1988,217,"China",0.00039401224685795,"DK"
1989,236,"China",0.000375917792682146,"DK"
1990,328,"China",0.00314232850715617,"DK"
1991,325,"China",0.00545260139473347,"DK"
1992,347,"China",0.00238180121267547,"DK"
1993,463,"China",0.000892815955556241,"DK"
1994,478,"China",0.00152380627623523,"DK"
1995,498,"China",0.00529146576218777,"DK"
1996,571,"China",0.00132906991077439,"DK"
1997,575,"China",0.0047372903110346,"DK"
1998,739,"China",0.000279532405661946,"DK"
1999,815,"China",0.00674793411352335,"DK"
2000,961,"China",0.0010806864629077,"DK"
2001,908,"China",0.00162331129447273,"DK"
2002,908,"China",0.00365937791236895,"DK"
2003,1039,"China",0.00326281742839696,"DK"
2004,990,"China",0.00147954988805272,"DK"
2005,1024,"China",0.00800990172336951,"DK"
2006,982,"China",0.00306591964606818,"DK"
2007,1085,"China",0.00810731586976515,"DK"
2008,1096,"China",0.00521862627990865,"DK"
2009,1060,"China",0.00881298023686358,"DK"
2010,993,"China",0.0106491173221733,"DK"
2011,1133,"China",0.0106087496972154,"DK"
2012,1206,"China",0.00735937686125955,"DK"
2013,1241,"China",0.00814965484404498,"DK"
2014,1169,"China",0.013981017951929,"DK"
2015,1130,"China",0.00612052678844601,"DK"
1985,197,"India",0.000778871367339048,"DK"
1986,179,"India",0.000484601994939908,"DK"
1987,190,"India",0.000758156216644903,"DK"
1988,217,"India",0.00202588415045498,"DK"
1989,236,"India",0.000699897416230327,"DK"
1990,328,"India",0.00033349319752497,"DK"
1991,325,"India",0.00639724026269661,"DK"
1992,347,"India",0.00652647925583575,"DK"
1993,463,"India",0.00312453181881187,"DK"
1994,478,"India",0.0072054935608797,"DK"
1995,498,"India",0.00495674460046204,"DK"
1996,571,"India",0.00167446320204508,"DK"
1997,575,"India",0.0021615808335203,"DK"
1998,739,"India",0.00687337340512505,"DK"
1999,815,"India",0.00152152943270775,"DK"
2000,961,"India",0.000819465772444746,"DK"
2001,908,"India",0.00162732990482822,"DK"
2002,908,"India",0.00223130320067003,"DK"
2003,1039,"India",0.00319100756553078,"DK"
2004,990,"India",0.00232164808595387,"DK"
2005,1024,"India",0.00486454843340085,"DK"
2006,982,"India",0.00247711979409846,"DK"
2007,1085,"India",0.00420074151373787,"DK"
2008,1096,"India",0.00274715699604003,"DK"
2009,1060,"India",0.00655737866498138,"DK"
2010,993,"India",0.0109997134433752,"DK"
2011,1133,"India",0.00850133222450061,"DK"
2012,1206,"India",0.00892201063127452,"DK"
2013,1241,"India",0.0107614532333139,"DK"
2014,1169,"India",0.00828655848472774,"DK"
2015,1130,"India",0.0128631126433313,"DK"
1985,197,"Persian",0.000123853809135818,"DK"
1986,179,"Persian",0.000195257007637083,"DK"
1987,190,"Persian",0.00038098508538355,"DK"
1988,217,"Persian",0.000102671921509659,"DK"
1989,236,"Persian",5.48691935926887e-05,"DK"
1990,328,"Persian",0.000373868173376306,"DK"
1991,325,"Persian",0.000403725772207557,"DK"
1992,347,"Persian",0.000381633137946808,"DK"
1993,463,"Persian",0.00122646564005255,"DK"
1994,478,"Persian",0.00146058269562784,"DK"
1995,498,"Persian",0.000189656662322431,"DK"
1996,571,"Persian",0.00222554275569198,"DK"
1997,575,"Persian",0.00205574260179987,"DK"
1998,739,"Persian",0.00227366845851893,"DK"
1999,815,"Persian",0.00406151874444295,"DK"
2000,961,"Persian",0.000643898800328016,"DK"
2001,908,"Persian",0.00505805078419667,"DK"
2002,908,"Persian",0.00477749803785933,"DK"
2003,1039,"Persian",0.00105587866934435,"DK"
2004,990,"Persian",0.00232997368456752,"DK"
2005,1024,"Persian",0.00369863749123718,"DK"
2006,982,"Persian",0.00597551435873923,"DK"
2007,1085,"Persian",0.00572763891691297,"DK"
2008,1096,"Persian",0.0024294740985364,"DK"
2009,1060,"Persian",0.0107448941907639,"DK"
2010,993,"Persian",0.00459558020028663,"DK"
2011,1133,"Persian",0.00483928597549682,"DK"
2012,1206,"Persian",0.00919517350785196,"DK"
2013,1241,"Persian",0.00877852199865671,"DK"
2014,1169,"Persian",0.00842268980451256,"DK"
2015,1130,"Persian",0.0125936513807958,"DK"
1985,197,"Slavic-Russian",0.000643489594049958,"DK"
1986,179,"Slavic-Russian",0.000648732259756346,"DK"
1987,190,"Slavic-Russian",0.00130275229479905,"DK"
1988,217,"Slavic-Russian",0.00172140632762494,"DK"
1989,236,"Slavic-Russian",0.000957350601803994,"DK"
1990,328,"Slavic-Russian",0.000656422029687442,"DK"
1991,325,"Slavic-Russian",0.00264876301787703,"DK"
1992,347,"Slavic-Russian",0.00361961016301713,"DK"
1993,463,"Slavic-Russian",0.00605711118168161,"DK"
1994,478,"Slavic-Russian",0.00141929181283556,"DK"
1995,498,"Slavic-Russian",0.00168831826836436,"DK"
1996,571,"Slavic-Russian",0.00216557024225206,"DK"
1997,575,"Slavic-Russian",0.00106338506687339,"DK"
1998,739,"Slavic-Russian",0.00705736157667547,"DK"
1999,815,"Slavic-Russian",0.00687497203053096,"DK"
2000,961,"Slavic-Russian",0.00505266513623038,"DK"
2001,908,"Slavic-Russian",0.00896148863717145,"DK"
2002,908,"Slavic-Russian",0.0126132969735213,"DK"
2003,1039,"Slavic-Russian",0.0087309243321864,"DK"
2004,990,"Slavic-Russian",0.00432002383286044,"DK"
2005,1024,"Slavic-Russian",0.00764297405631827,"DK"
2006,982,"Slavic-Russian",0.00667608663331996,"DK"
2007,1085,"Slavic-Russian",0.00377720143043858,"DK"
2008,1096,"Slavic-Russian",0.00767741285892836,"DK"
2009,1060,"Slavic-Russian",0.00824875713096047,"DK"
2010,993,"Slavic-Russian",0.00721705786242171,"DK"
2011,1133,"Slavic-Russian",0.0111401896234873,"DK"
2012,1206,"Slavic-Russian",0.00863506242150476,"DK"
2013,1241,"Slavic-Russian",0.00792782496252113,"DK"
2014,1169,"Slavic-Russian",0.0118818281723911,"DK"
2015,1130,"Slavic-Russian",0.00781571934751786,"DK"
1985,197,"SouthEastAsia",0.00150493366575861,"DK"
1986,179,"SouthEastAsia",0.000753487855282673,"DK"
1987,190,"SouthEastAsia",0.000755984996786795,"DK"
1988,217,"SouthEastAsia",0.0014041809794584,"DK"
1989,236,"SouthEastAsia",0.0037087215928158,"DK"
1990,328,"SouthEastAsia",0.000865117972120145,"DK"
1991,325,"SouthEastAsia",0.0021193688297438,"DK"
