"p_year","total","origin","share","country"
1985,8408,"Arabic",0.00597607439199174,"US"
1986,8917,"Arabic",0.00579230325085402,"US"
1987,9345,"Arabic",0.00586620536453594,"US"
1988,10390,"Arabic",0.00678216438114352,"US"
1989,10552,"Arabic",0.00549204330297206,"US"
1990,19288,"Arabic",0.00609715355924437,"US"
1991,18752,"Arabic",0.00723845708633642,"US"
1992,19086,"Arabic",0.00569765722132426,"US"
1993,20352,"Arabic",0.0059859171806855,"US"
1994,21193,"Arabic",0.00694521309191652,"US"
1995,23796,"Arabic",0.00665964297040431,"US"
1996,24323,"Arabic",0.00716078621706019,"US"
1997,26769,"Arabic",0.00766072042739211,"US"
1998,27246,"Arabic",0.00809653920918782,"US"
1999,35249,"Arabic",0.00841224140435872,"US"
2000,34949,"Arabic",0.00878116848686215,"US"
2001,34599,"Arabic",0.00949437254178979,"US"
2002,34548,"Arabic",0.00974679044058436,"US"
2003,34738,"Arabic",0.00914935154473601,"US"
2004,34412,"Arabic",0.00990247273853267,"US"
2005,35234,"Arabic",0.00998727815612419,"US"
2006,32604,"Arabic",0.0105984158111928,"US"
2007,31806,"Arabic",0.0101239784158973,"US"
2008,29474,"Arabic",0.00974805344309212,"US"
2009,29165,"Arabic",0.0103563973683714,"US"
2010,30183,"Arabic",0.00986244176910893,"US"
2011,32821,"Arabic",0.0107943392485996,"US"
2012,35896,"Arabic",0.0121337811767917,"US"
2013,40896,"Arabic",0.0124349307139167,"US"
2014,39487,"Arabic",0.0123449621670676,"US"
2015,39935,"Arabic",0.0132934537034931,"US"
1985,8408,"China",0.0234332193459714,"US"
1986,8917,"China",0.0206025973747453,"US"
1987,9345,"China",0.0235726612120014,"US"
1988,10390,"China",0.0222365088735072,"US"
1989,10552,"China",0.0240895785450102,"US"
1990,19288,"China",0.0225391071942197,"US"
1991,18752,"China",0.0227427473018452,"US"
1992,19086,"China",0.0238223940566841,"US"
1993,20352,"China",0.0267883876894792,"US"
1994,21193,"China",0.0304293070217181,"US"
1995,23796,"China",0.0328482342918604,"US"
1996,24323,"China",0.0333096124328268,"US"
1997,26769,"China",0.0367987792596146,"US"
1998,27246,"China",0.0407559454376865,"US"
1999,35249,"China",0.0431843169695753,"US"
2000,34949,"China",0.0474584942620436,"US"
2001,34599,"China",0.0470706142944653,"US"
2002,34548,"China",0.0484578747008458,"US"
2003,34738,"China",0.0499011963385046,"US"
2004,34412,"China",0.0537604688692768,"US"
2005,35234,"China",0.0543506179958231,"US"
2006,32604,"China",0.0549783673521207,"US"
2007,31806,"China",0.056704068704539,"US"
2008,29474,"China",0.0541846496034122,"US"
2009,29165,"China",0.0539623456784502,"US"
2010,30183,"China",0.0574533142033514,"US"
2011,32821,"China",0.055182878698229,"US"
2012,35896,"China",0.055874384612932,"US"
2013,40896,"China",0.0552137916001698,"US"
2014,39487,"China",0.0563586804175246,"US"
2015,39935,"China",0.0573756207797289,"US"
1985,8408,"India",0.0319398015132972,"US"
1986,8917,"India",0.0314619005904461,"US"
1987,9345,"India",0.0299229461708017,"US"
1988,10390,"India",0.0323639854479151,"US"
1989,10552,"India",0.0330974930287571,"US"
1990,19288,"India",0.0302882669828392,"US"
1991,18752,"India",0.0302185893518519,"US"
1992,19086,"India",0.0341060556898837,"US"
1993,20352,"India",0.0319076631800372,"US"
1994,21193,"India",0.0359093798181157,"US"
1995,23796,"India",0.0370694398967106,"US"
1996,24323,"India",0.0393872139462509,"US"
1997,26769,"India",0.0422674364233817,"US"
1998,27246,"India",0.044552767527497,"US"
1999,35249,"India",0.0494628764848415,"US"
2000,34949,"India",0.0489061597849234,"US"
2001,34599,"India",0.0502197330973981,"US"
2002,34548,"India",0.0547401145542363,"US"
2003,34738,"India",0.0585291990144688,"US"
2004,34412,"India",0.0603099186839673,"US"
2005,35234,"India",0.066953650371892,"US"
2006,32604,"India",0.0676452190934248,"US"
2007,31806,"India",0.0664828020291781,"US"
2008,29474,"India",0.0746623214274073,"US"
2009,29165,"India",0.0724793352887814,"US"
2010,30183,"India",0.0794401857918844,"US"
2011,32821,"India",0.0828164125987999,"US"
2012,35896,"India",0.0850291988947056,"US"
2013,40896,"India",0.0896487865035162,"US"
2014,39487,"India",0.0896685173344024,"US"
2015,39935,"India",0.0941727034155697,"US"
1985,8408,"Persian",0.00466832409421248,"US"
1986,8917,"Persian",0.00602259520959271,"US"
1987,9345,"Persian",0.00672914471960095,"US"
1988,10390,"Persian",0.00784748880737588,"US"
1989,10552,"Persian",0.00851738813417971,"US"
1990,19288,"Persian",0.00728012476723717,"US"
1991,18752,"Persian",0.00791234140996082,"US"
1992,19086,"Persian",0.00794955053026665,"US"
1993,20352,"Persian",0.00744686566085529,"US"
1994,21193,"Persian",0.00848441139837238,"US"
1995,23796,"Persian",0.00799835235558121,"US"
1996,24323,"Persian",0.0075049522030049,"US"
1997,26769,"Persian",0.0085338529889211,"US"
1998,27246,"Persian",0.0093286864228036,"US"
1999,35249,"Persian",0.011308111346381,"US"
2000,34949,"Persian",0.00931793386241666,"US"
2001,34599,"Persian",0.0096929901975473,"US"
2002,34548,"Persian",0.0105404243807506,"US"
2003,34738,"Persian",0.00946920702133497,"US"
2004,34412,"Persian",0.00997323575588665,"US"
2005,35234,"Persian",0.0113770461160599,"US"
2006,32604,"Persian",0.0102125235557255,"US"
2007,31806,"Persian",0.0116810869981929,"US"
2008,29474,"Persian",0.0118887953967473,"US"
2009,29165,"Persian",0.011261709708734,"US"
2010,30183,"Persian",0.0123667170329076,"US"
2011,32821,"Persian",0.0130073523709725,"US"
2012,35896,"Persian",0.0137588115361042,"US"
2013,40896,"Persian",0.0130809335663961,"US"
2014,39487,"Persian",0.0149142940428113,"US"
2015,39935,"Persian",0.0167634640822624,"US"
1985,8408,"Slavic-Russian",0.00618060037440993,"US"
1986,8917,"Slavic-Russian",0.00554074559732787,"US"
1987,9345,"Slavic-Russian",0.00563491027969636,"US"
1988,10390,"Slavic-Russian",0.00478146873505355,"US"
1989,10552,"Slavic-Russian",0.00548232571761603,"US"
1990,19288,"Slavic-Russian",0.00540074672376784,"US"
1991,18752,"Slavic-Russian",0.0061885526455016,"US"
1992,19086,"Slavic-Russian",0.00621852014964707,"US"
1993,20352,"Slavic-Russian",0.007739310369148,"US"
1994,21193,"Slavic-Russian",0.00789482828524147,"US"
1995,23796,"Slavic-Russian",0.008490905891865,"US"
1996,24323,"Slavic-Russian",0.00869305897266924,"US"
1997,26769,"Slavic-Russian",0.00979053389107517,"US"
1998,27246,"Slavic-Russian",0.0107742668363486,"US"
1999,35249,"Slavic-Russian",0.0123243619249661,"US"
2000,34949,"Slavic-Russian",0.0133539127770833,"US"
2001,34599,"Slavic-Russian",0.0142549812083201,"US"
2002,34548,"Slavic-Russian",0.0141407288417157,"US"
2003,34738,"Slavic-Russian",0.0142304665410686,"US"
2004,34412,"Slavic-Russian",0.0151785359145491,"US"
2005,35234,"Slavic-Russian",0.015167784782003,"US"
2006,32604,"Slavic-Russian",0.0153729254915729,"US"
2007,31806,"Slavic-Russian",0.0149574356210158,"US"
2008,29474,"Slavic-Russian",0.0155132389459372,"US"
2009,29165,"Slavic-Russian",0.0165303524463449,"US"
2010,30183,"Slavic-Russian",0.0163215321503822,"US"
2011,32821,"Slavic-Russian",0.0160692104448501,"US"
2012,35896,"Slavic-Russian",0.0160939806690745,"US"
2013,40896,"Slavic-Russian",0.0162065871730651,"US"
2014,39487,"Slavic-Russian",0.0166210141575124,"US"
2015,39935,"Slavic-Russian",0.0155580879081685,"US"
1985,8408,"SouthEastAsia",0.0150049997541567,"US"
1986,8917,"SouthEastAsia",0.0149202581853043,"US"
1987,9345,"SouthEastAsia",0.0156853577153558,"US"
1988,10390,"SouthEastAsia",0.0154037333953963,"US"
1989,10552,"SouthEastAsia",0.0160308994389003,"US"
1990,19288,"SouthEastAsia",0.0143058956407244,"US"
1991,18752,"SouthEastAsia",0.0149919006926265,"US"
1992,19086,"SouthEastAsia",0.0144286656582669,"US"
1993,20352,"SouthEastAsia",0.0152032859073801,"US"
1994,21193,"SouthEastAsia",0.0152341073828988,"US"
1995,23796,"SouthEastAsia",0.0155244481203532,"US"
1996,24323,"SouthEastAsia",0.0155471874260269,"US"
1997,26769,"SouthEastAsia",0.0162957654474973,"US"
1998,27246,"SouthEastAsia",0.0173486639279256,"US"
1999,35249,"SouthEastAsia",0.0176792715078118,"US"
2000,34949,"SouthEastAsia",0.0175185482677072,"US"
2001,34599,"SouthEastAsia",0.0178536448481612,"US"
2002,34548,"SouthEastAsia",0.0185783389143053,"US"
2003,34738,"SouthEastAsia",0.0178736067243402,"US"
2004,34412,"SouthEastAsia",0.0191185486429235,"US"
2005,35234,"SouthEastAsia",0.0195692675442169,"US"
2006,32604,"SouthEastAsia",0.0188195230670304,"US"
2007,31806,"SouthEastAsia",0.0197631469631359,"US"
2008,29474,"SouthEastAsia",0.0190359126689027,"US"
2009,29165,"SouthEastAsia",0.0180869112525047,"US"
2010,30183,"SouthEastAsia",0.0192291810128047,"US"
2011,32821,"SouthEastAsia",0.0195446041284923,"US"
2012,35896,"SouthEastAsia",0.0198541358629551,"US"
2013,40896,"SouthEastAsia",0.020484386394956,"US"
2014,39487,"SouthEastAsia",0.0198993130029224,"US"
2015,39935,"SouthEastAsia",0.020258245916979,"US"
1985,8408,"Turkey",0.00430967622244617,"US"
1986,8917,"Turkey",0.00482084130603718,"US"
1987,9345,"Turkey",0.00541546534339881,"US"
1988,10390,"Turkey",0.00522576822986181,"US"
1989,10552,"Turkey",0.00475192760952074,"US"
1990,19288,"Turkey",0.00508097465097694,"US"
1991,18752,"Turkey",0.00593801413531475,"US"
1992,19086,"Turkey",0.00519449186154126,"US"
1993,20352,"Turkey",0.00582512666603599,"US"
1994,21193,"Turkey",0.00652190527924143,"US"
1995,23796,"Turkey",0.00606499874699874,"US"
1996,24323,"Turkey",0.00624983117016799,"US"
1997,26769,"Turkey",0.00638140468612979,"US"
1998,27246,"Turkey",0.00700043013538787,"US"
1999,35249,"Turkey",0.00751140108166844,"US"
2000,34949,"Turkey",0.00785734380470153,"US"
2001,34599,"Turkey",0.00777065940817238,"US"
2002,34548,"Turkey",0.00788999665101493,"US"
2003,34738,"Turkey",0.00954803869731745,"US"
2004,34412,"Turkey",0.00902129418066123,"US"
2005,35234,"Turkey",0.00899565201406468,"US"
2006,32604,"Turkey",0.00991786067134977,"US"
2007,31806,"Turkey",0.0094813768653214,"US"
2008,29474,"Turkey",0.0107189757310394,"US"
2009,29165,"Turkey",0.00842078866934631,"US"
2010,30183,"Turkey",0.00992230891957152,"US"
2011,32821,"Turkey",0.0100463082522991,"US"
2012,35896,"Turkey",0.0104703741942756,"US"
2013,40896,"Turkey",0.0108038729447059,"US"
2014,39487,"Turkey",0.0113265887714198,"US"
2015,39935,"Turkey",0.0113417372354724,"US"
1985,543,"Arabic",0.0146426251629331,"CA"
1986,595,"Arabic",0.00700707216714609,"CA"
1987,664,"Arabic",0.0127762187541694,"CA"
1988,695,"Arabic",0.0109489423388699,"CA"
1989,696,"Arabic",0.011206595777806,"CA"
1990,1147,"Arabic",0.00854497369568626,"CA"
1991,1087,"Arabic",0.010151791833436,"CA"
1992,1157,"Arabic",0.0130321459425342,"CA"
1993,1246,"Arabic",0.0120446235691035,"CA"
1994,1406,"Arabic",0.0097182422721632,"CA"
1995,1510,"Arabic",0.0146917347130572,"CA"
1996,1640,"Arabic",0.0170409097835862,"CA"
1997,2156,"Arabic",0.0228334135627291,"CA"
1998,2294,"Arabic",0.0126483342912809,"CA"
1999,2648,"Arabic",0.0218769918858812,"CA"
2000,2656,"Arabic",0.0192301869908402,"CA"
2001,2718,"Arabic",0.0242334839208295,"CA"
2002,2771,"Arabic",0.0212361568657443,"CA"
2003,2720,"Arabic",0.0209297055643524,"CA"
2004,2738,"Arabic",0.0212555731842852,"CA"
2005,2754,"Arabic",0.0251216082870024,"CA"
2006,2811,"Arabic",0.0260068033934364,"CA"
2007,2645,"Arabic",0.0276001311866244,"CA"
2008,2690,"Arabic",0.0216601402899391,"CA"
2009,2710,"Arabic",0.0341757510795738,"CA"
2010,2833,"Arabic",0.0268657649195355,"CA"
2011,3004,"Arabic",0.0218017078968572,"CA"
2012,3132,"Arabic",0.03333494909787,"CA"
2013,3115,"Arabic",0.0326038080173051,"CA"
2014,3035,"Arabic",0.0284518313386857,"CA"
2015,3129,"Arabic",0.0328900304033015,"CA"
1985,543,"China",0.0138327602553,"CA"
1986,595,"China",0.0190724250083405,"CA"
1987,664,"China",0.0176889349581735,"CA"
1988,695,"China",0.0110087715747697,"CA"
1989,696,"China",0.0277063794112053,"CA"
1990,1147,"China",0.0225421967407322,"CA"
1991,1087,"China",0.023125172431217,"CA"
1992,1157,"China",0.0306893606564878,"CA"
1993,1246,"China",0.0262668815513904,"CA"
1994,1406,"China",0.0309146459330645,"CA"
1995,1510,"China",0.0357361295937913,"CA"
1996,1640,"China",0.0383329491883813,"CA"
1997,2156,"China",0.0425020089251016,"CA"
1998,2294,"China",0.0416292874198647,"CA"
1999,2648,"China",0.0548048814182632,"CA"
2000,2656,"China",0.0473065350823463,"CA"
2001,2718,"China",0.0545964155795209,"CA"
2002,2771,"China",0.0546684416881736,"CA"
2003,2720,"China",0.0552315370202238,"CA"
2004,2738,"China",0.0583065928425634,"CA"
2005,2754,"China",0.0618856646745028,"CA"
2006,2811,"China",0.0696419667618709,"CA"
2007,2645,"China",0.0709056120764344,"CA"
2008,2690,"China",0.0683327697004762,"CA"
2009,2710,"China",0.0635966587305252,"CA"
2010,2833,"China",0.062362875247549,"CA"
2011,3004,"China",0.0630722818220052,"CA"
2012,3132,"China",0.0580818250975421,"CA"
2013,3115,"China",0.0631358413595463,"CA"
2014,3035,"China",0.0534100271427469,"CA"
2015,3129,"China",0.0546556069574377,"CA"
1985,543,"India",0.0228875421547992,"CA"
1986,595,"India",0.0254629025438597,"CA"
1987,664,"India",0.0222502667167555,"CA"
1988,695,"India",0.0299633560030594,"CA"
1989,696,"India",0.0279571376642126,"CA"
1990,1147,"India",0.0224091965435949,"CA"
1991,1087,"India",0.0265939744136439,"CA"
1992,1157,"India",0.0273468161932414,"CA"
1993,1246,"India",0.0287233573417767,"CA"
1994,1406,"India",0.0247101629038614,"CA"
1995,1510,"India",0.032229024610443,"CA"
1996,1640,"India",0.0274208526553488,"CA"
1997,2156,"India",0.0231502310444955,"CA"
1998,2294,"India",0.0353648389860603,"CA"
1999,2648,"India",0.0279701769526972,"CA"
2000,2656,"India",0.0283572102196477,"CA"
2001,2718,"India",0.0333466488668754,"CA"
2002,2771,"India",0.0351529852465256,"CA"
2003,2720,"India",0.0320550226111895,"CA"
2004,2738,"India",0.0381249802693888,"CA"
2005,2754,"India",0.0405743588249451,"CA"
2006,2811,"India",0.0351028532379142,"CA"
2007,2645,"India",0.0413992844598257,"CA"
2008,2690,"India",0.0414500680531912,"CA"
2009,2710,"India",0.0416187627581161,"CA"
2010,2833,"India",0.0569849874591239,"CA"
2011,3004,"India",0.0466632414796127,"CA"
2012,3132,"India",0.0577433262162927,"CA"
2013,3115,"India",0.0580318809147727,"CA"
2014,3035,"India",0.0565948551664325,"CA"
2015,3129,"India",0.0593720171898007,"CA"
1985,543,"Persian",0.00974295193724153,"CA"
1986,595,"Persian",0.0103887565627465,"CA"
1987,664,"Persian",0.00773094347090502,"CA"
1988,695,"Persian",0.00900810570664702,"CA"
1989,696,"Persian",0.00848701247070115,"CA"
1990,1147,"Persian",0.0123363921666105,"CA"
1991,1087,"Persian",0.00813698794967805,"CA"
1992,1157,"Persian",0.0113581787853172,"CA"
1993,1246,"Persian",0.00964452290480168,"CA"
1994,1406,"Persian",0.00695723910667178,"CA"
1995,1510,"Persian",0.0110440197702904,"CA"
1996,1640,"Persian",0.00753243829257765,"CA"
1997,2156,"Persian",0.0186356852610461,"CA"
1998,2294,"Persian",0.0121971948535568,"CA"
1999,2648,"Persian",0.0172096024245898,"CA"
2000,2656,"Persian",0.0164700060249638,"CA"
2001,2718,"Persian",0.0182072238663421,"CA"
2002,2771,"Persian",0.0166857348538972,"CA"
2003,2720,"Persian",0.0167615222308707,"CA"
2004,2738,"Persian",0.0187947567660561,"CA"
2005,2754,"Persian",0.0228032850561866,"CA"
2006,2811,"Persian",0.0227473238692612,"CA"
2007,2645,"Persian",0.024545944731595,"CA"
2008,2690,"Persian",0.0237298688989986,"CA"
2009,2710,"Persian",0.032254211843742,"CA"
2010,2833,"Persian",0.0291711965340115,"CA"
2011,3004,"Persian",0.0324076443412294,"CA"
2012,3132,"Persian",0.0368985701319451,"CA"
2013,3115,"Persian",0.036925792400257,"CA"
2014,3035,"Persian",0.0439755412045926,"CA"
2015,3129,"Persian",0.056539376997015,"CA"
1985,543,"Slavic-Russian",0.00700064314668036,"CA"
1986,595,"Slavic-Russian",0.0137094623496016,"CA"
1987,664,"Slavic-Russian",0.00847965095734505,"CA"
1988,695,"Slavic-Russian",0.00586997032663603,"CA"
1989,696,"Slavic-Russian",0.00564838548577512,"CA"
1990,1147,"Slavic-Russian",0.00864641496920804,"CA"
1991,1087,"Slavic-Russian",0.00607728743256028,"CA"
1992,1157,"Slavic-Russian",0.0097649565248909,"CA"
1993,1246,"Slavic-Russian",0.00614580583809205,"CA"
1994,1406,"Slavic-Russian",0.0106893549696295,"CA"
1995,1510,"Slavic-Russian",0.0113448857576689,"CA"
1996,1640,"Slavic-Russian",0.0136798217668409,"CA"
1997,2156,"Slavic-Russian",0.0131643010024318,"CA"
1998,2294,"Slavic-Russian",0.0134747053522386,"CA"
1999,2648,"Slavic-Russian",0.0167208045483094,"CA"
2000,2656,"Slavic-Russian",0.0210791569916757,"CA"
2001,2718,"Slavic-Russian",0.0200234878261583,"CA"
2002,2771,"Slavic-Russian",0.0232894478613963,"CA"
2003,2720,"Slavic-Russian",0.0250013070932155,"CA"
2004,2738,"Slavic-Russian",0.0227749441897512,"CA"
2005,2754,"Slavic-Russian",0.0234484997690404,"CA"
2006,2811,"Slavic-Russian",0.0255188456663256,"CA"
2007,2645,"Slavic-Russian",0.0258941619483279,"CA"
2008,2690,"Slavic-Russian",0.0213771879920111,"CA"
2009,2710,"Slavic-Russian",0.0245483432028198,"CA"
2010,2833,"Slavic-Russian",0.0320762889482337,"CA"
2011,3004,"Slavic-Russian",0.0272397055352228,"CA"
2012,3132,"Slavic-Russian",0.0249603282489662,"CA"
2013,3115,"Slavic-Russian",0.0258488903611662,"CA"
2014,3035,"Slavic-Russian",0.027324493647498,"CA"
2015,3129,"Slavic-Russian",0.020782475696824,"CA"
1985,543,"SouthEastAsia",0.0111461794094808,"CA"
1986,595,"SouthEastAsia",0.0220027754312376,"CA"
1987,664,"SouthEastAsia",0.0239446942158879,"CA"
1988,695,"SouthEastAsia",0.0250573803599968,"CA"
1989,696,"SouthEastAsia",0.0305727702145849,"CA"
1990,1147,"SouthEastAsia",0.02136786532546,"CA"
1991,1087,"SouthEastAsia",0.0200823927879027,"CA"
1992,1157,"SouthEastAsia",0.0166317406271969,"CA"
1993,1246,"SouthEastAsia",0.016593575208652,"CA"
1994,1406,"SouthEastAsia",0.0199041126016895,"CA"
1995,1510,"SouthEastAsia",0.0185538189700804,"CA"
1996,1640,"SouthEastAsia",0.0152952845129607,"CA"
1997,2156,"SouthEastAsia",0.0209647465701634,"CA"
1998,2294,"SouthEastAsia",0.0183696370941179,"CA"
1999,2648,"SouthEastAsia",0.025312295753239,"CA"
2000,2656,"SouthEastAsia",0.0234962730334687,"CA"
2001,2718,"SouthEastAsia",0.0211167048457324,"CA"
2002,2771,"SouthEastAsia",0.0207969505311284,"CA"
2003,2720,"SouthEastAsia",0.024372767807625,"CA"
2004,2738,"SouthEastAsia",0.0254660255710661,"CA"
2005,2754,"SouthEastAsia",0.0256202319276697,"CA"
2006,2811,"SouthEastAsia",0.0240892551861426,"CA"
2007,2645,"SouthEastAsia",0.0289425340130379,"CA"
2008,2690,"SouthEastAsia",0.0262156595525559,"CA"
2009,2710,"SouthEastAsia",0.0236249880447164,"CA"
2010,2833,"SouthEastAsia",0.0265403460524456,"CA"
2011,3004,"SouthEastAsia",0.0243975353707117,"CA"
2012,3132,"SouthEastAsia",0.0263790753225412,"CA"
2013,3115,"SouthEastAsia",0.0271889842931103,"CA"
2014,3035,"SouthEastAsia",0.0215360849153215,"CA"
2015,3129,"SouthEastAsia",0.0252122045396941,"CA"
1985,543,"Turkey",0.00695287534611801,"CA"
1986,595,"Turkey",0.00788457738636165,"CA"
1987,664,"Turkey",0.0144463670593942,"CA"
1988,695,"Turkey",0.0110946876662027,"CA"
1989,696,"Turkey",0.00518559975074362,"CA"
1990,1147,"Turkey",0.00950168406123854,"CA"
1991,1087,"Turkey",0.00565768517431302,"CA"
1992,1157,"Turkey",0.0103409695836792,"CA"
1993,1246,"Turkey",0.0070498344105108,"CA"
1994,1406,"Turkey",0.00575442686801432,"CA"
1995,1510,"Turkey",0.00725746382811022,"CA"
1996,1640,"Turkey",0.00684452889850219,"CA"
1997,2156,"Turkey",0.00629332281209799,"CA"
1998,2294,"Turkey",0.0073544530605213,"CA"
1999,2648,"Turkey",0.00677070977401598,"CA"
2000,2656,"Turkey",0.0102140516013541,"CA"
2001,2718,"Turkey",0.00890493541456884,"CA"
2002,2771,"Turkey",0.0102769658483437,"CA"
2003,2720,"Turkey",0.00639096509682903,"CA"
2004,2738,"Turkey",0.00638300678390719,"CA"
2005,2754,"Turkey",0.00794696272437456,"CA"
2006,2811,"Turkey",0.00961171344392932,"CA"
2007,2645,"Turkey",0.00831078466813655,"CA"
2008,2690,"Turkey",0.00950432146355393,"CA"
2009,2710,"Turkey",0.00932700021426736,"CA"
2010,2833,"Turkey",0.00876988324088367,"CA"
2011,3004,"Turkey",0.0081714037790644,"CA"
2012,3132,"Turkey",0.00999548454105255,"CA"
2013,3115,"Turkey",0.00931255230409041,"CA"
2014,3035,"Turkey",0.0133902409406727,"CA"
2015,3129,"Turkey",0.0121225752226476,"CA"
1985,2588,"Arabic",0.00399489512427217,"GB"
1986,2724,"Arabic",0.00529019439093746,"GB"
1987,2801,"Arabic",0.00456249353091322,"GB"
1988,3047,"Arabic",0.0046509827047151,"GB"
1989,2732,"Arabic",0.00481334749570728,"GB"
1990,3707,"Arabic",0.00450622168231244,"GB"
1991,3605,"Arabic",0.00491381190835714,"GB"
1992,3598,"Arabic",0.00519038215162979,"GB"
1993,3605,"Arabic",0.00470489042013756,"GB"
1994,3648,"Arabic",0.00618192005149577,"GB"
1995,3753,"Arabic",0.00823456665491604,"GB"
1996,4008,"Arabic",0.00518801269278703,"GB"
1997,4375,"Arabic",0.00616925472042473,"GB"
1998,5110,"Arabic",0.0055810090696474,"GB"
1999,5867,"Arabic",0.00771392723882657,"GB"
2000,6178,"Arabic",0.0103452218764247,"GB"
2001,5851,"Arabic",0.00853552749983336,"GB"
2002,5677,"Arabic",0.00746373551905058,"GB"
2003,5488,"Arabic",0.00930539307605689,"GB"
2004,5528,"Arabic",0.0098141453243234,"GB"
2005,5325,"Arabic",0.0100397810754916,"GB"
2006,5161,"Arabic",0.00769390459209878,"GB"
2007,5046,"Arabic",0.00944662910841223,"GB"
2008,4952,"Arabic",0.0116470984222416,"GB"
2009,4868,"Arabic",0.0111308910113433,"GB"
2010,4739,"Arabic",0.00996444708273181,"GB"
2011,5045,"Arabic",0.0121191918505355,"GB"
2012,5187,"Arabic",0.0150227493477059,"GB"
2013,5791,"Arabic",0.0145324577579768,"GB"
2014,5887,"Arabic",0.0132201230469002,"GB"
2015,5607,"Arabic",0.0158900412648081,"GB"
1985,2588,"China",0.00169162735555307,"GB"
1986,2724,"China",0.00210768735520429,"GB"
1987,2801,"China",0.0032472507841468,"GB"
1988,3047,"China",0.00246339323146255,"GB"
1989,2732,"China",0.00345411907433568,"GB"
1990,3707,"China",0.00541469191634686,"GB"
1991,3605,"China",0.00686390015267967,"GB"
1992,3598,"China",0.00601840488467785,"GB"
1993,3605,"China",0.00478771945293952,"GB"
1994,3648,"China",0.00778092036403652,"GB"
1995,3753,"China",0.00738066017887599,"GB"
1996,4008,"China",0.00609175230028257,"GB"
1997,4375,"China",0.00695191270589969,"GB"
1998,5110,"China",0.00977462118830013,"GB"
1999,5867,"China",0.00975129091955557,"GB"
2000,6178,"China",0.0100130446135049,"GB"
2001,5851,"China",0.0121714225764158,"GB"
2002,5677,"China",0.0151755423757844,"GB"
2003,5488,"China",0.0148224992981646,"GB"
2004,5528,"China",0.0141660253621912,"GB"
2005,5325,"China",0.0193480392742419,"GB"
2006,5161,"China",0.0150225405575778,"GB"
2007,5046,"China",0.0169376204808521,"GB"
2008,4952,"China",0.0138028543619525,"GB"
2009,4868,"China",0.017636343561666,"GB"
2010,4739,"China",0.0182449795871095,"GB"
2011,5045,"China",0.0205524638448183,"GB"
2012,5187,"China",0.0179074125111477,"GB"
2013,5791,"China",0.0162755506862937,"GB"
2014,5887,"China",0.0208917025823113,"GB"
2015,5607,"China",0.0216333122705483,"GB"
1985,2588,"India",0.0187526610238985,"GB"
1986,2724,"India",0.0197030373993523,"GB"
1987,2801,"India",0.0220045375309167,"GB"
1988,3047,"India",0.0224282829728259,"GB"
1989,2732,"India",0.0191458514101049,"GB"
1990,3707,"India",0.0225525283900912,"GB"
1991,3605,"India",0.0172690662865197,"GB"
1992,3598,"India",0.0215070049947293,"GB"
1993,3605,"India",0.0201882620133075,"GB"
1994,3648,"India",0.0235548709867693,"GB"
1995,3753,"India",0.0216590805112898,"GB"
1996,4008,"India",0.0208210940561743,"GB"
1997,4375,"India",0.0266601117074982,"GB"
1998,5110,"India",0.0244447200959247,"GB"
1999,5867,"India",0.0301757788019248,"GB"
2000,6178,"India",0.0261430548083497,"GB"
2001,5851,"India",0.0298892749155644,"GB"
2002,5677,"India",0.0316257908875174,"GB"
2003,5488,"India",0.0298798744827573,"GB"
2004,5528,"India",0.0323491228815322,"GB"
2005,5325,"India",0.0324480952453134,"GB"
2006,5161,"India",0.0332240049602696,"GB"
2007,5046,"India",0.0346314310753219,"GB"
2008,4952,"India",0.038693124924993,"GB"
2009,4868,"India",0.0379988038341867,"GB"
2010,4739,"India",0.0373789639817998,"GB"
2011,5045,"India",0.0381266820950755,"GB"
2012,5187,"India",0.0416859394901278,"GB"
2013,5791,"India",0.0408122384307965,"GB"
2014,5887,"India",0.0438063473840726,"GB"
2015,5607,"India",0.0496158540589143,"GB"
1985,2588,"Persian",0.00361809991950445,"GB"
1986,2724,"Persian",0.00342769648403617,"GB"
1987,2801,"Persian",0.00297447374079006,"GB"
1988,3047,"Persian",0.00259627949546773,"GB"
1989,2732,"Persian",0.00799484698438323,"GB"
1990,3707,"Persian",0.00527671330825987,"GB"
1991,3605,"Persian",0.00799209801408714,"GB"
1992,3598,"Persian",0.00432943187495872,"GB"
1993,3605,"Persian",0.00648547878234673,"GB"
1994,3648,"Persian",0.0055433335749241,"GB"
1995,3753,"Persian",0.00618923300748358,"GB"
1996,4008,"Persian",0.00668184656162982,"GB"
1997,4375,"Persian",0.00880065916724055,"GB"
1998,5110,"Persian",0.00630936520442691,"GB"
1999,5867,"Persian",0.0068127482939655,"GB"
2000,6178,"Persian",0.00776831445744564,"GB"
2001,5851,"Persian",0.00844313355878614,"GB"
2002,5677,"Persian",0.00732499526017408,"GB"
2003,5488,"Persian",0.00771369993806049,"GB"
2004,5528,"Persian",0.00863036928961259,"GB"
2005,5325,"Persian",0.00582502933238354,"GB"
2006,5161,"Persian",0.0089690442802352,"GB"
2007,5046,"Persian",0.00860288693072646,"GB"
2008,4952,"Persian",0.00806139612474161,"GB"
2009,4868,"Persian",0.00893238029545085,"GB"
2010,4739,"Persian",0.0097698902348082,"GB"
2011,5045,"Persian",0.00952147689137303,"GB"
